0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,1,8,1,1,1,1,1,0,1,1,1,8,1,1,0,1,1,1,1,1,1,8,1,3,1,1,1,1,1,1,1,8,1,0,0,0,0,1,0,0,0,1,1,0,0,1,8,1,1,1,0,3,1,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,3,1,3,3,3,1,1,1,8,1,1,1,1,1,0,1,1,1,8,1,1,1,1,1,1,1,0,0,0,1,1,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1,0,1,0,1,1,1,8,1,1,1,3,1,1,1,1,1,1,1,0,1,1,8,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,3,1,1,1,8,1,0,0,0,1,1,1,1,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,5,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,3,3,3,1,1,1,1,1,1,2,2,2,1,1,3,3,1,1,1,1,1,0,1,1,1,3,1,4,4,4,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,9,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,2,4,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,4,4,2,3,2,2,2,3,1,1,1,2,2,2,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,1,1,0,1,1,2,1,2,9,1,1,3,1,0,0,1,1,1,1,2,2,4,3,4,3,4,1,3,1,1,1,1,1,1,1,1,0,1,4,4,4,1,0,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,5,0,1,1,1,1,1,3,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,2,1,2,4,3,4,4,4,1,4,3,2,1,9,1,1,1,1,1,1,1,5,1,2,4,2,1,1,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,5,1,1,1,1,3,3,1,1,4,3,2,1,2,3,4,3,1,1,1,4,3,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,5,1,2,2,1,2,2,4,4,3,0,0,0,1,1,1,5,2,1,4,4,4,3,2,2,1,1,1,3,3,1,9,1,3,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,9,3,3,1,2,1,1,4,4,4,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,4,1,4,1,4,3,4,1,1,5,1,4,3,2,1,4,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,1,3,1,1,4,3,1,5,0,1,3,3,1,2,1,3,3,3,3,1,2,2,3,1,3,1,1,1,4,4,4,3,4,3,4,1,2,2,4,1,1,1,1,1,1,2,1,4,3,1,1,1,1,1,2,2,4,1,3,1,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,3,3,3,4,1,5,5,3,1,1,2,1,2,5,2,3,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,4,5,2,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,6,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,3,4,3,4,3,4,4,2,2,3,4,1,2,1,4,3,2,2,2,4,4,4,4,2,2,2,10,2,2,11,2,2,2,2,1,1,1,1,3,4,3,1,5,3,1,1,4,2,2,5,3,1,3,1,1,2,1,3,3,3,3,1,1,2,4,3,3,1,1,1,2,3,2,3,4,3,4,3,2,1,4,2,10,2,2,11,2,2,1,4,3,1,3,1,1,1,2,1,4,4,4,2,2,4,4,4,2,2,4,2,2,2,2,12,2,2,2,2,2,2,2,13,2,2,4,4,4,4,2,2,2,2,10,2,2,11,2,2,2,3,2,1,3,3,3,3,4,1,5,5,3,1,1,2,1,2,1,4,4,2,2,10,2,2,11,2,2,2,1,4,1,4,1,4,2,1,2,1,2,4,4,2,2,2,2,2,14,2,2,2,2,2,15,2,2,2,2,2,2,2,2,2,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,2,1,4,1,1,3,1,4,4,4,1,2,1,4,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,4,3,1,3,3,3,1,1,1,2,5,9,4,2,2,1,2,1,1,3,3,1,0,1,5,4,4,3,1,2,2,4,3,2,3,4,1,4,3,2,1,3,1,1,1,1,1,1,1,1,4,1,3,3,3,1,3,2,1,1,9,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,3,4,1,0,5,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,2,1,4,9,4,4,4,3,3,4,9,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,3,1,2,5,4,1,3,3,1,1,3,3,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,4,3,0,3,3,1,1,1,1,2,1,1,4,1,2,1,2,1,1,3,1,1,0,1,5,1,4,4,1,2,5,3,1,2,3,4,3,4,1,2,9,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,0,0,3,2,3,4,4,4,3,4,3,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,2,2,2,1,3,3,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,3,1,1,2,4,4,4,4,3,1,9,1,3,1,0,1,2,1,4,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,0,1,2,5,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,0,0,3,2,3,4,3,4,3,4,3,0,0,3,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,1,0,1,1,5,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,0,1,1,1,1,2,2,2,2,4,3,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3,2,4,4,3,4,4,4,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,9,1,3,3,1,1,1,1,1,9,3,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
